exercise_item_ID	exercise_type	exercise_instruction	exercise_item	example_solution	response	participant_ID	teacher_correction	teacher_error_annotation
ser-versus-estar_2.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Busco un piso que esté renovado y que <gap> suficientemente grande para una familia de 4 personas.	sea	sea	ES_5	True	N/A
ser-versus-estar_3.1	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) Por favor, manden una ambulancia. Mi amiga <gap> atropellada por un coche.	ha sido	fue	ES_1	True	N/A
ser-versus-estar_3.1	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) Por favor, manden una ambulancia. Mi amiga <gap> atropellada por un coche.	ha sido	ha sido	ES_2	True	N/A
ser-versus-estar_3.1	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) Por favor, manden una ambulancia. Mi amiga <gap> atropellada por un coche.	ha sido	está	ES_3	False	N/A
ser-versus-estar_3.1	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) Por favor, manden una ambulancia. Mi amiga <gap> atropellada por un coche.	ha sido	está	ES_4	False	N/A
ser-versus-estar_3.1	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) Por favor, manden una ambulancia. Mi amiga <gap> atropellada por un coche.	ha sido	está	ES_5	False	N/A
ser-versus-estar_3.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) A: Por favor, manden una ambulancia. Mi amiga ha sido atropellada por un coche. B: ¿ <gap> consciente? ¿Habla y puede moverse?	Está	Está	ES_1	True	N/A
ser-versus-estar_3.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) A: Por favor, manden una ambulancia. Mi amiga ha sido atropellada por un coche. B: ¿ <gap> consciente? ¿Habla y puede moverse?	Está	Está	ES_2	True	N/A
ser-versus-estar_3.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) A: Por favor, manden una ambulancia. Mi amiga ha sido atropellada por un coche. B: ¿ <gap> consciente? ¿Habla y puede moverse?	Está	Está	ES_3	True	N/A
ser-versus-estar_3.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) A: Por favor, manden una ambulancia. Mi amiga ha sido atropellada por un coche. B: ¿ <gap> consciente? ¿Habla y puede moverse?	Está	Es	ES_4	False	N/A
ser-versus-estar_3.2	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	(una llamada telefónica a la ambulancia) A: Por favor, manden una ambulancia. Mi amiga ha sido atropellada por un coche. B: ¿ <gap> consciente? ¿Habla y puede moverse?	Está	Está	ES_5	True	N/A
ser-versus-estar_4	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Ya no tengo contacto con Juan: ¿Qué <gap> de él?	es	fue	ES_1	True	N/A
ser-versus-estar_4	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Ya no tengo contacto con Juan: ¿Qué <gap> de él?	es	sería	ES_2	True	N/A
ser-versus-estar_4	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Ya no tengo contacto con Juan: ¿Qué <gap> de él?	es	es	ES_3	True	N/A
ser-versus-estar_4	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Ya no tengo contacto con Juan: ¿Qué <gap> de él?	es	está	ES_4	False	N/A
ser-versus-estar_4	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Ya no tengo contacto con Juan: ¿Qué <gap> de él?	es	está	ES_5	False	N/A
ser-versus-estar_5	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Los muebles en mi casa <gap> todos de madera ecológica.	son	son	ES_1	True	N/A
ser-versus-estar_5	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Los muebles en mi casa <gap> todos de madera ecológica.	son	son	ES_2	True	N/A
ser-versus-estar_5	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Los muebles en mi casa <gap> todos de madera ecológica.	son	son	ES_3	True	N/A
ser-versus-estar_5	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Los muebles en mi casa <gap> todos de madera ecológica.	son	son	ES_4	True	N/A
ser-versus-estar_5	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Los muebles en mi casa <gap> todos de madera ecológica.	son	son	ES_5	True	N/A
ser-versus-estar_6	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Anoche mi hijo regresó muy tarde a casa. Habrá <gap> de fiesta toda la noche.	estado	estado	ES_1	True	N/A
ser-versus-estar_6	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Anoche mi hijo regresó muy tarde a casa. Habrá <gap> de fiesta toda la noche.	estado	estado	ES_2	True	N/A
ser-versus-estar_6	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Anoche mi hijo regresó muy tarde a casa. Habrá <gap> de fiesta toda la noche.	estado	estado	ES_3	True	N/A
ser-versus-estar_6	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Anoche mi hijo regresó muy tarde a casa. Habrá <gap> de fiesta toda la noche.	estado	estado	ES_4	True	N/A
ser-versus-estar_6	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Anoche mi hijo regresó muy tarde a casa. Habrá <gap> de fiesta toda la noche.	estado	estado	ES_5	True	N/A
ser-versus-estar_7	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	El trabajo que me ha entregado no <gap> nada mal.	está	está	ES_1	True	N/A
ser-versus-estar_7	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	El trabajo que me ha entregado no <gap> nada mal.	está	está	ES_2	True	N/A
ser-versus-estar_7	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	El trabajo que me ha entregado no <gap> nada mal.	está	es	ES_3	False	N/A
ser-versus-estar_7	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	El trabajo que me ha entregado no <gap> nada mal.	está	estuviera	ES_4	False	N/A
ser-versus-estar_7	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	El trabajo que me ha entregado no <gap> nada mal.	está	está	ES_5	True	N/A
ser-versus-estar_8	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	¡Por dios, qué aburrido <gap> Paco! : siempre cuenta historias que no le interesan a nadie.	es	eres	ES_1	False	N/A
ser-versus-estar_8	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	¡Por dios, qué aburrido <gap> Paco! : siempre cuenta historias que no le interesan a nadie.	es	es	ES_2	True	N/A
ser-versus-estar_8	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	¡Por dios, qué aburrido <gap> Paco! : siempre cuenta historias que no le interesan a nadie.	es	es	ES_3	True	N/A
ser-versus-estar_8	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	¡Por dios, qué aburrido <gap> Paco! : siempre cuenta historias que no le interesan a nadie.	es	es	ES_4	True	N/A
ser-versus-estar_8	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	¡Por dios, qué aburrido <gap> Paco! : siempre cuenta historias que no le interesan a nadie.	es	es	ES_5	True	N/A
ser-versus-estar_9	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	María, deberías <gap> atenta: van a dar las notas.	estar	estar	ES_1	True	N/A
ser-versus-estar_9	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	María, deberías <gap> atenta: van a dar las notas.	estar	estar	ES_2	True	N/A
ser-versus-estar_9	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	María, deberías <gap> atenta: van a dar las notas.	estar	estar	ES_3	True	N/A
ser-versus-estar_9	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	María, deberías <gap> atenta: van a dar las notas.	estar	esté	ES_4	False	N/A
ser-versus-estar_9	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	María, deberías <gap> atenta: van a dar las notas.	estar	estar	ES_5	True	N/A
ser-versus-estar_10	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Paquita <gap> lista: ha terminado sus deberes.	está	está	ES_1	True	N/A
ser-versus-estar_10	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Paquita <gap> lista: ha terminado sus deberes.	está	está	ES_2	True	N/A
ser-versus-estar_10	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Paquita <gap> lista: ha terminado sus deberes.	está	está	ES_3	True	N/A
ser-versus-estar_10	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Paquita <gap> lista: ha terminado sus deberes.	está	está	ES_4	True	N/A
ser-versus-estar_10	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Paquita <gap> lista: ha terminado sus deberes.	está	está	ES_5	True	N/A
ser-versus-estar_11	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Pero, chico, sabes perfectamente que comer tres hamburguesas <gap> malo.	es	es	ES_1	True	N/A
ser-versus-estar_11	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Pero, chico, sabes perfectamente que comer tres hamburguesas <gap> malo.	es	está	ES_2	False	N/A
ser-versus-estar_11	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Pero, chico, sabes perfectamente que comer tres hamburguesas <gap> malo.	es	es	ES_3	True	N/A
ser-versus-estar_11	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Pero, chico, sabes perfectamente que comer tres hamburguesas <gap> malo.	es	estés	ES_4	False	N/A
ser-versus-estar_11	gapFilling	Rellena la forma requerida del verbo (ser o estar en indicativo/subjuntivo) en el hueco.	Pero, chico, sabes perfectamente que comer tres hamburguesas <gap> malo.	es	está	ES_5	False	N/A
deIndirecteRede_1	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat het vandaag regenen? ---> Ik __________	Ik vraag me af of het vandaag gaat regenen.	Ik vraag me af of het vandaag gaat regenen.	NL_1	True	N/A
deIndirecteRede_1	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat het vandaag regenen? ---> Ik __________	Ik vraag me af of het vandaag gaat regenen.	Ik weet niet of vandaag heet gaat regenen.	NL_2	False	['vandaag heet | het vandaag']
deIndirecteRede_1	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat het vandaag regenen? ---> Ik __________	Ik vraag me af of het vandaag gaat regenen.	Ik heb op mijn gsm gecontrolleerd of het vandaag gaat regenen.	NL_3	False	['gecontrolleerd | gecontroleerd']
deIndirecteRede_1	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat het vandaag regenen? ---> Ik __________	Ik vraag me af of het vandaag gaat regenen.	Ik weet niet of het vandaag gaat regenen.	NL_4	True	N/A
deIndirecteRede_1	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat het vandaag regenen? ---> Ik __________	Ik vraag me af of het vandaag gaat regenen.	Ik ben benieuwd of het vandaag gaat regenen.	NL_5	True	N/A
deIndirecteRede_2	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Kan ik hem vertrouwen?  ---> Ik __________	Ik weet niet of ik hem kan vertrouwen.	Ik weet niet of ik hem kan vertrouwen	NL_1	True	N/A
deIndirecteRede_2	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Kan ik hem vertrouwen?  ---> Ik __________	Ik weet niet of ik hem kan vertrouwen.	Ik denk dat je hem kan vertrouwen	NL_2	True	N/A
deIndirecteRede_2	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Kan ik hem vertrouwen?  ---> Ik __________	Ik weet niet of ik hem kan vertrouwen.	Ik vraag me soms of ik hem kan vertrouwen.	NL_3	False	['vraag me soms of | vraag me soms af of']
deIndirecteRede_2	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Kan ik hem vertrouwen?  ---> Ik __________	Ik weet niet of ik hem kan vertrouwen.	Ik weet niet of jij hem kan vertrouwen.	NL_4	True	N/A
deIndirecteRede_2	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Kan ik hem vertrouwen?  ---> Ik __________	Ik weet niet of ik hem kan vertrouwen.	Ik weet niet of ik hem kan vertrouwen.	NL_5	True	N/A
deIndirecteRede_3	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Komt zij uit Portugal? ---> Ik __________	Ik vraag me af of zij uit Portugal komt.	Ik vraag me af of zij uit Portugal komt.	NL_1	True	N/A
deIndirecteRede_3	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Komt zij uit Portugal? ---> Ik __________	Ik vraag me af of zij uit Portugal komt.	Ik weet niet of zij uit Portugal komt.	NL_2	True	N/A
deIndirecteRede_3	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Komt zij uit Portugal? ---> Ik __________	Ik vraag me af of zij uit Portugal komt.	Ik kan me niet herinneren of ze uit Portugal komt.	NL_3	True	N/A
deIndirecteRede_3	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Komt zij uit Portugal? ---> Ik __________	Ik vraag me af of zij uit Portugal komt.	Ik weet nite of zij uit Portugal komt.	NL_4	True	N/A
deIndirecteRede_3	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Komt zij uit Portugal? ---> Ik __________	Ik vraag me af of zij uit Portugal komt.	Ik ben benieuwd of zij uit Portugal komt.	NL_5	True	N/A
deIndirecteRede_4	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Is de krant er al? ---> Ik __________	Ik ben benieuwd of de krant er al is.	Ik ben benieuwd of de krant er al is.	NL_1	True	N/A
deIndirecteRede_4	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Is de krant er al? ---> Ik __________	Ik ben benieuwd of de krant er al is.	Ik denk dat de krant er al is.	NL_2	True	N/A
deIndirecteRede_4	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Is de krant er al? ---> Ik __________	Ik ben benieuwd of de krant er al is.	Ik weet niet of de krant er al is.	NL_3	True	N/A
deIndirecteRede_4	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Is de krant er al? ---> Ik __________	Ik ben benieuwd of de krant er al is.	Ik ben benieuwd of de krant al er is.	NL_4	False	['al er is | er al is']
deIndirecteRede_4	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Is de krant er al? ---> Ik __________	Ik ben benieuwd of de krant er al is.	Ik weet niet of de krant er al is.	NL_5	True	N/A
deIndirecteRede_5	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Heb je de vuilniszak al naar de container gebracht? ---> Ik __________	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	Ik vraag me af of je de vuilniszak al naar de container hebt gebracht.	NL_1	True	N/A
deIndirecteRede_5	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Heb je de vuilniszak al naar de container gebracht? ---> Ik __________	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	Ik weet niet of ik de vuilniszak al naar de container gebracht heb.	NL_2	True	N/A
deIndirecteRede_5	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Heb je de vuilniszak al naar de container gebracht? ---> Ik __________	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	Ik ben niet zeker of ik de vuilniszak al naar de container heb gebracht: het was zo'n volle dag!	NL_3	True	N/A
deIndirecteRede_5	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Heb je de vuilniszak al naar de container gebracht? ---> Ik __________	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	Ik vroeg of je de vuilniszak al naar de container gebracht hebt.	NL_4	True	N/A
deIndirecteRede_5	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Heb je de vuilniszak al naar de container gebracht? ---> Ik __________	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	Ik ben benieuwd of je de vuilniszak al naar de container hebt gebracht.	NL_5	True	N/A
deIndirecteRede_6	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Wordt het artikel deze week in The Scientist gepubliceerd? ---> Ik __________	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	Ik ben benieuwd of het artikel deze week in The Scientist wordt gepubliceerd.	NL_1	True	N/A
deIndirecteRede_6	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Wordt het artikel deze week in The Scientist gepubliceerd? ---> Ik __________	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	NL_2	True	N/A
deIndirecteRede_6	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Wordt het artikel deze week in The Scientist gepubliceerd? ---> Ik __________	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	Ik heb juist gevraagd of het artikel deze week wordt publiceerd in The Scientist.	NL_3	True	N/A
deIndirecteRede_6	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Wordt het artikel deze week in The Scientist gepubliceerd? ---> Ik __________	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	Ik ben benieuwd of het artikel deze week in The Scientist wordt gepubliceerd.	NL_4	True	N/A
deIndirecteRede_6	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Wordt het artikel deze week in The Scientist gepubliceerd? ---> Ik __________	Ik weet niet of het artikel deze week in The Scientist gepubliceerd wordt.	Ik weet niet of het artikel deze week in The Scientist wordt gepubliceerd.	NL_5	True	N/A
deIndirecteRede_7	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat hij zaterdag ook mee tennissen? ---> Ik __________	Ik vraag me af of hij zaterdag ook mee gaat tennissen.	Ik weet niet of hij zaterdag ook gaat meetennissen.	NL_1	True	N/A
deIndirecteRede_7	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat hij zaterdag ook mee tennissen? ---> Ik __________	Ik vraag me af of hij zaterdag ook mee gaat tennissen.	Ik weet niet of hij zaterdag ook mee gaat tennissen.	NL_2	True	N/A
deIndirecteRede_7	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat hij zaterdag ook mee tennissen? ---> Ik __________	Ik vraag me af of hij zaterdag ook mee gaat tennissen.	Ik ben benieuwd of hij zaterdag gaat ook meetennissen.	NL_3	False	['gaat ook meetennissen | ook mee gaat tennissen']
deIndirecteRede_7	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat hij zaterdag ook mee tennissen? ---> Ik __________	Ik vraag me af of hij zaterdag ook mee gaat tennissen.	Ik weet niet of hij zaterdag ook gaat meetennissen.	NL_4	True	N/A
deIndirecteRede_7	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Gaat hij zaterdag ook mee tennissen? ---> Ik __________	Ik vraag me af of hij zaterdag ook mee gaat tennissen.	Ik ben benieuwd of hij zaterdag ook mee gaat tennissen.	NL_5	True	N/A
deIndirecteRede_8	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Zijn deze zinnen goed? ---> Ik __________	Ik ben benieuwd of deze zinnen goed zijn.	Ik weet niet of deze zinnen goed zijn.	NL_1	True	N/A
deIndirecteRede_8	rephrase	Maak van de volgende vraag een zin met 'of'. Gebruik het volgende voorbeeld ter inspiratie: Zal hij bloemen voor me meebrengen? ---> Ik ben benieuwd of hij bloemen voor me zal meebrengen. / Ik weet niet of hij bloemen voor me zal meebrengen.	Zijn deze zinnen goed? ---> Ik __________	Ik ben benieuwd of deze zinnen goed zijn.	Ik weet niet of deze zinnen goed zijn.	NL_2	True	N/A
